Straßennummer;Straßenname;Folge;Hausnr. (von);Zusatz zur Hausnr (von);Hausnr. (bis);Zusatz zur Hausnr (bis);Ortsbezirk;Stadtteil Name;Stadtbezirk;Stadtbezirksvorst;Schiedsamtsbezirk;Sozialrathausbezirk;Sozialbezirk;Polizeirevier;Postleitzahl
1293;"In den Waldgärten";"";"";"";"";"";"7 ";"Hausen";"410";"7.58";" 7";"A4";26;"11";60488
1294;"In den Zeuläckern";"";"";"";"";"";"11";"Seckbach";"390";"11.75";"11";"A1";31;"6";60389
1295;"In der Au";"";"";"";"";"";"7 ";"Rödelheim";"402";"7.56";" 7";"A4";33;"11";60489
1296;"In der Beginenklause";"";"";"";"";"";"5 ";"Oberrad";"380";"5.28";"5A";"A6";30;"8";60599
1298;"In der Krümm";"";"";"";"";"";"6 ";"Nied";"561";"6.42";"6A";"A7";53;"17";65934
1299;"In der Römerstadt";"gerade";"172";"";"238";"";"8 ";"Praunheim";"426";"8.62";" 7";"A2";36;"14";60439
1299;"In der Römerstadt";"gerade";"248";"";"272";"";"7 ";"Praunheim";"425";"7.60";" 7";"A4";35;"14";60488
1299;"In der Römerstadt";"gerade";"4";"";"48";"";"8 ";"Heddernheim";"431";"8.61";" 8";"A2";37;"14";60439
1299;"In der Römerstadt";"gerade";"50";"";"170";"A";"8 ";"Heddernheim";"432";"8.62";" 8";"A2";36;"14";60439
1299;"In der Römerstadt";"ungerade";"1";"";"21";"";"8 ";"Heddernheim";"431";"8.61";" 8";"A2";37;"14";60439
1299;"In der Römerstadt";"ungerade";"239";"";"265";"";"7 ";"Praunheim";"425";"7.60";" 7";"A4";35;"14";60488
1299;"In der Römerstadt";"ungerade";"77";"";"207";"";"8 ";"Heddernheim";"432";"8.62";" 8";"A2";36;"14";60439
1300;"In der Roterde";"";"";"";"";"";"10";"Berkersheim";"500";"10.74";"10";"A2";47;"14";60435
1301;"In der Schildwacht";"";"";"";"";"";"6 ";"Griesheim";"552";"6.41";"6A";"A3";52;"16";65933
1303;"Ingelheimer Straße";"";"";"";"";"";"6 ";"Schwanheim";"531";"6.38";"6A";"A6";50;"10";60529
1304;"Ingolstädter Straße";"";"";"";"";"";"4 ";"Ostend";"251";"4.25";" 4";"A1";16;"5";60316
1305;"Inheidener Straße";"gerade";"2";"";"44";"";"4 ";"Bornheim";"281";"4.24";" 4";"A1";19;"6";60385
1305;"Inheidener Straße";"gerade";"60";"";"64";"";"4 ";"Bornheim";"290";"4.22";" 4";"A1";18;"6";60385
1305;"Inheidener Straße";"ungerade";"1";"";"51";"";"4 ";"Bornheim";"281";"4.24";" 4";"A1";19;"6";60385
1305;"Inheidener Straße";"ungerade";"53";"";"73";"";"4 ";"Bornheim";"290";"4.22";" 4";"A1";18;"6";60385
1306;"Inselgäßchen";"";"";"";"";"";"7 ";"Rödelheim";"401";"7.55";" 7";"A4";32;"11";60489
1307;"Inselsbergstraße";"";"";"";"";"";"6 ";"Unterliederbach";"621";"6.51";"6C";"A7";57;"17";65929
1308;"Insterburger Straße";"";"";"";"";"";"7 ";"Bockenheim";"343";"7.57";" 2";"A4";26;"11";60487
1309;"Intzestraße";"";"";"";"";"";"4 ";"Ostend";"261";"4.27";" 4";"A1";6;"5";60314
1310;"Iselinstraße";"";"";"";"";"";"11";"Riederwald";"262";"11.76";"11";"A1";17;"18";60386
1311;"Isenburger Schneise";"gerade";"100";"";"";"";"5 ";"Sachsenhausen-Süd";"323";"5.30";"5A";"A6";22;"8";60598
1311;"Isenburger Schneise";"gerade";"200";"";"";"";"5 ";"Sachsenhausen-Süd";"323";"5.30";"5A";"A6";22;"";63263
1311;"Isenburger Schneise";"gerade";"40";"";"";"";"5 ";"Sachsenhausen-Süd";"325";"5.34";"5A";"A6";23;"10";60528
1311;"Isenburger Schneise";"ungerade";"";"";"";"";"5 ";"Sachsenhausen-Süd";"325";"5.34";"5A";"A6";23;"10";60528
1312;"Jacobystraße";"";"";"";"";"";"4 ";"Ostend";"252";"4.25";" 4";"A1";16;"5";60385
1313;"Jägerallee";"";"";"";"";"";"6 ";"Griesheim";"552";"6.41";"6A";"A3";52;"16";65933
1314;"Jahnstraße";"";"";"";"";"";"3 ";"Nordend-West";"120";"3.21";" 3";"A1";5;"3";60318
1315;"Jakob-Carl-Junior-Straße";"";"";"";"";"";"4 ";"Ostend";"251";"4.25";" 4";"A1";16;"5";60316
1316;"Jakob-Heller-Straße";"";"";"";"";"";"9 ";"Dornbusch";"463";"9.69";" 9";"B3";41;"12";60320
1317;"Jakob-Leisler-Straße";"";"";"";"";"";"2 ";"Westend-Nord";"192";"2.09";" 2";"B3";4;"12";60320
1318;"Jakobsbrunnenstraße";"";"";"";"";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
1319;"Jacob-Schiff-Straße";"";"";"";"";"";"9 ";"Dornbusch";"462";"9.69";" 9";"B3";41;"12";60433
1320;"Jaspertstraße";"";"";"";"";"";"10";"Preungesheim";"470";"10.73";"10";"B3";42;"12";60435
1321;"Jean-Paul-Straße";"";"";"";"";"";"9 ";"Dornbusch";"442";"9.68";" 9";"B3";38;"12";60320
1322;"Jenaer Weg";"";"";"";"";"";"6 ";"Zeilsheim";"611";"6.49";"6B";"A7";56;"17";65931
1323;"Joachim-Becher-Straße";"";"";"";"";"";"2 ";"Westend-Nord";"192";"2.09";" 2";"B3";4;"12";60320
1324;"Johanna-Kirchner-Straße";"";"";"";"";"";"7 ";"Praunheim";"423";"7.59";" 7";"A4";34;"11";60488
1325;"Johanna-Melber-Weg";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"332";"5.29";"5A";"A6";24;"8";60599
1326;"Johanna-Tesch-Platz";"";"";"";"";"";"11";"Riederwald";"262";"11.76";"11";"A1";17;"18";60386
1327;"Johannesallee";"";"";"";"";"";"6 ";"Unterliederbach";"621";"6.51";"6C";"A7";57;"17";65929
1328;"Johann-Klotz-Straße";"";"";"";"";"";"5 ";"Niederrad";"372";"5.36";"5B";"A6";28;"10";60528
1329;"Johann-Sittig-Straße";"";"";"";"";"";"6 ";"Sindlingen";"601";"6.47";"6B";"A7";55;"17";65931
1330;"Jordanstraße";"";"";"";"";"";"2 ";"Bockenheim";"341";"2.13";" 2";"A4";25;"13";60486
1331;"Josbacher Straße";"";"";"";"";"";"1 ";"Gallus";"165";"1.08";" 1";"A3";8;"4";60326
1332;"Josef-May-Straße";"";"";"";"";"";"7 ";"Rödelheim";"401";"7.55";" 7";"A4";32;"11";60489
1333;"Josephskirchstraße";"";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60433
1334;"Juchostraße";"";"";"";"";"";"4 ";"Ostend";"252";"4.25";" 4";"A1";16;"5";60385
1335;"Jügelstraße";"";"";"";"";"";"2 ";"Westend-Süd";"170";"2.11";" 2";"A4";3;"13";60325
1336;"Jugenheimer Straße";"";"";"";"";"";"5 ";"Niederrad";"372";"5.36";"5B";"A6";28;"10";60528
1337;"Julius-Brecht-Straße";"";"";"";"";"";"10";"Frankfurter Berg";"492";"10.71";"10";"A2";46;"14";60433
1338;"Julius-Heyman-Straße";"";"";"";"";"";"3 ";"Nordend-Ost";"130";"3.20";" 3";"A1";14;"3";60316
1339;"Juliusstraße";"";"";"";"";"";"2 ";"Bockenheim";"361";"2.12";" 2";"A4";27;"13";60487
1340;"Junghofstraße";"gerade";"";"";"";"";"1 ";"Innenstadt";"050";"1.02";" 1";"A1";1;"1";60311
1340;"Junghofstraße";"ungerade";"11";"";"15";"";"1 ";"Innenstadt";"040";"1.03";" 1";"A1";1;"1";60311
1340;"Junghofstraße";"ungerade";"5";"";"9";"";"1 ";"Innenstadt";"040";"1.03";" 1";"A1";1;"1";60315
1341;"Jungmannstraße";"";"";"";"";"";"6 ";"Griesheim";"551";"6.39";"6A";"A3";52;"16";65933
1342;"Jungstraße";"";"";"";"";"";"2 ";"Bockenheim";"341";"2.13";" 2";"A4";25;"13";60486
1343;"Justinianstraße";"";"";"";"";"";"3 ";"Nordend-West";"203";"3.16";" 3";"B3";11;"3";60322
1344;"Justinuskirchstraße";"";"";"";"";"";"6 ";"Höchst";"591";"6.46";"6C";"A7";54;"17";65929
1345;"Justinusplatz";"";"";"";"";"";"6 ";"Höchst";"580";"6.45";"6C";"A7";54;"17";65929
1346;"Kaiserhofstraße";"";"";"";"";"";"1 ";"Innenstadt";"050";"1.02";" 1";"A1";1;"1";60313
1347;"Kaiserplatz";"";"";"";"";"";"1 ";"Innenstadt";"040";"1.03";" 1";"A1";1;"1";60311
1348;"Kaiser-Sigmund-Straße";"";"";"";"";"";"9 ";"Dornbusch";"463";"9.69";" 9";"B3";41;"12";60320
1349;"Kaiserstraße";"gerade";"34";"";"76";"";"1 ";"Bahnhofsviertel";"090";"1.03";" 1";"A3";2;"4";60329
1349;"Kaiserstraße";"gerade";"4";"";"30";"";"1 ";"Innenstadt";"040";"1.03";" 1";"A1";1;"1";60311
1349;"Kaiserstraße";"ungerade";"1";"";"29";"";"1 ";"Innenstadt";"040";"1.03";" 1";"A1";1;"1";60311
1349;"Kaiserstraße";"ungerade";"31";"";"81";"";"1 ";"Bahnhofsviertel";"090";"1.03";" 1";"A3";2;"4";60329
1350;"Kalbächer Gasse (Freßgass')";"";"";"";"";"";"1 ";"Innenstadt";"050";"1.02";" 1";"A1";1;"1";60313
1351;"Kalkentalstraße";"";"";"";"";"";"7 ";"Rödelheim";"402";"7.56";" 7";"A4";33;"11";60489
1352;"Kallestraße";"";"";"";"";"";"2 ";"Westend-Nord";"192";"2.09";" 2";"B3";4;"12";60320
1353;"Kalmitstraße";"";"";"";"";"";"5 ";"Niederrad";"371";"5.35";"5B";"A6";28;"10";60528
1354;"Kaltmühle";"gerade";"";"";"";"";"8 ";"Heddernheim";"431";"8.61";" 8";"A2";37;"14";60439
1354;"Kaltmühle";"ungerade";"";"";"";"";"8 ";"Niederursel";"483";"8.63";" 8";"A2";43;"14";60439
1355;"Kaltmühlstraße";"";"";"";"";"";"8 ";"Heddernheim";"431";"8.61";" 8";"A2";37;"14";60439
1356;"Kandelstraße";"";"";"";"";"";"5 ";"Niederrad";"371";"5.35";"5B";"A6";28;"10";60528
1357;"Kannengießergasse";"";"";"";"";"";"1 ";"Altstadt";"010";"1.01";" 1";"A1";1;"1";60311
1358;"Kantstraße";"";"";"";"";"";"3 ";"Nordend-Ost";"230";"3.20";" 3";"A1";14;"3";60316
1359;"Kapitän-Lehmann-Straße";"";"";"";"";"";"5 ";"Flughafen";"327";"5.34";"5A";"A6";23;"19";60549
1360;"Kappusstraße";"";"";"";"";"";"6 ";"Sossenheim";"632";"6.54";"6C";"A7";58;"17";65936
1361;"Karbener Straße";"";"";"";"";"";"4 ";"Bornheim";"272";"4.22";" 4";"A1";18;"6";60385
1362;"Karl-Albert-Straße";"";"";"";"";"";"4 ";"Bornheim";"281";"4.24";" 4";"A1";19;"6";60385
1363;"Carl-Benz-Straße";"gerade";"14";"";"22";"";"11";"Fechenheim";"520";"11.78";"11";"A1";49;"18";60386
1363;"Carl-Benz-Straße";"gerade";"2";"";"6";"";"4 ";"Ostend";"261";"4.27";" 4";"A1";6;"5";60314
1363;"Carl-Benz-Straße";"gerade";"8";"";"10";"";"11";"Fechenheim";"520";"11.78";"11";"A1";49;"18";60314
1363;"Carl-Benz-Straße";"ungerade";"1";"";"7";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"5";60314
1363;"Carl-Benz-Straße";"ungerade";"21";"";"29";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
1363;"Carl-Benz-Straße";"ungerade";"31";"";"47";"";"11";"Fechenheim";"520";"11.78";"11";"A1";49;"18";60386
1363;"Carl-Benz-Straße";"ungerade";"9";"";"11";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60314
1364;"Karl-Flesch-Straße";"";"";"";"";"";"4 ";"Bornheim";"281";"4.24";" 4";"A1";19;"6";60385
1365;"Karl-Kautsky-Weg";"";"";"";"";"";"8 ";"Niederursel";"481";"8.63";" 8";"A2";43;"14";60439
1366;"Karl-König-Weg";"";"";"";"";"";"6 ";"Unterliederbach";"621";"6.51";"6C";"A7";57;"17";65929
1367;"Karl-Kotzenberg-Straße";"";"";"";"";"";"9 ";"Ginnheim";"441";"9.67";" 9";"A2";38;"12";60431
1368;"Karl-Lachmann-Straße";"";"";"";"";"";"10";"Eckenheim";"461";"10.72";"10";"B3";40;"12";60435
1369;"Karl-Marx-Straße";"";"";"";"";"";"11";"Riederwald";"262";"11.76";"11";"A1";17;"18";60386
1370;"Karlsbader Straße";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"326";"5.34";"5A";"A6";23;"8";60598
1371;"Karl-Scheele-Straße";"";"";"";"";"";"2 ";"Westend-Nord";"192";"2.09";" 2";"B3";4;"12";60320
1372;"Karl-Schüler-Weg";"";"";"";"";"";"6 ";"Unterliederbach";"621";"6.51";"6C";"A7";57;"17";65929
1373;"Karlplatz";"";"";"";"";"";"1 ";"Bahnhofsviertel";"090";"1.03";" 1";"A3";2;"4";60329
1374;"Karlsruher Straße";"";"";"";"";"";"1 ";"Gutleutviertel";"151";"1.04";" 1";"A3";2;"4";60329
1376;"Karl-Stieler-Straße";"";"";"";"";"";"9 ";"Dornbusch";"442";"9.68";" 9";"B3";38;"12";60320
1377;"Karlstraße";"";"";"";"";"";"1 ";"Bahnhofsviertel";"090";"1.03";" 1";"A3";2;"4";60329
1378;"Karl-von-Drais-Straße";"";"";"";"";"";"10";"Eckenheim";"461";"10.72";"10";"B3";40;"12";60435
1379;"Karmelitergasse";"";"";"";"";"";"1 ";"Altstadt";"010";"1.01";" 1";"A1";1;"1";60311
1381;"Kasinostraße";"";"";"";"";"";"6 ";"Höchst";"580";"6.45";"6C";"A7";54;"17";65929
1382;"Kasseler Straße";"";"";"";"";"";"2 ";"Bockenheim";"350";"2.13";" 2";"A4";25;"13";60486
1383;"Kastanienallee*";"";"";"";"";"";"3 ";"Nordend-West";"203";"3.16";" 3";"B3";11;"3";60318
1383;"Kastanienallee*";"";"";"";"";"";"3 ";"Nordend-West";"203";"3.16";" 3";"B3";11;"3";60322
1384;"Kastanienstraße";"";"";"";"";"";"6 ";"Griesheim";"552";"6.41";"6A";"A3";52;"16";65933
1385;"Kastellstraße";"";"";"";"";"";"8 ";"Heddernheim";"431";"8.61";" 8";"A2";37;"14";60439
1386;"Katharinenpforte";"gerade";"";"";"";"";"1 ";"Innenstadt";"060";"1.02";" 1";"A1";1;"1";60313
1386;"Katharinenpforte";"ungerade";"";"";"";"";"1 ";"Innenstadt";"040";"1.03";" 1";"A1";1;"1";60313
1387;"Kattowitzer Straße";"";"";"";"";"";"6 ";"Griesheim";"552";"6.41";"6A";"A3";52;"16";65933
1388;"Katzenpforte";"";"";"";"";"";"1 ";"Innenstadt";"060";"1.02";" 1";"A1";1;"1";60313
1389;"Katzenstirn";"";"";"";"";"";"6 ";"Zeilsheim";"611";"6.49";"6B";"A7";56;"17";65931
1390;"Kauber Weg";"";"";"";"";"";"6 ";"Schwanheim";"531";"6.38";"6A";"A6";50;"10";60529
1391;"Kaufunger Straße";"";"";"";"";"";"2 ";"Bockenheim";"350";"2.13";" 2";"A4";25;"13";60486
1392;"Kaulbachstraße";"gerade";"2";"";"20";"";"5 ";"Sachsenhausen-Nord";"324";"5.32";"5A";"A6";21;"8";60594
1392;"Kaulbachstraße";"gerade";"30";"";"60";"";"5 ";"Sachsenhausen-Nord";"321";"5.32";"5A";"A6";21;"8";60596
1392;"Kaulbachstraße";"ungerade";"1";"";"";"";"5 ";"Sachsenhausen-Nord";"324";"5.32";"5A";"A6";21;"8";60594
1392;"Kaulbachstraße";"ungerade";"37";"";"71";"A";"5 ";"Sachsenhausen-Nord";"321";"5.32";"5A";"A6";21;"8";60596
1393;"Kegelbahn";"";"";"";"";"";"6 ";"Zeilsheim";"612";"6.50";"6B";"A7";56;"17";65931
1394;"Kehreinstraße";"";"";"";"";"";"6 ";"Nied";"561";"6.42";"6A";"A7";53;"16";65934
1395;"Kelkheimer Straße";"";"";"";"";"";"1 ";"Gallus";"162";"1.07";" 1";"A3";9;"4";60326
1396;"Kellerbornstraße";"";"";"";"";"";"8 ";"Niederursel";"481";"8.63";" 8";"A2";43;"14";60439
1397;"Kellerskopfweg";"";"";"";"";"";"6 ";"Zeilsheim";"604";"6.49";"6B";"A7";56;"17";65931
1398;"Kelsterbacher Straße";"";"";"";"";"";"5 ";"Niederrad";"371";"5.35";"5B";"A6";28;"10";60528
1399;"Kelsterbacher Weg";"";"";"";"";"";"6 ";"Schwanheim";"531";"6.38";"6A";"A6";50;"10";60529
1400;"Kennedyallee";"gerade";"120";"";"";"";"5 ";"Niederrad";"371";"5.35";"5B";"A6";28;"10";60596
1400;"Kennedyallee";"gerade";"274";"";"280";"";"5 ";"Sachsenhausen-Süd";"325";"5.34";"5A";"A6";23;"10";60528
1400;"Kennedyallee";"gerade";"34";"";"110";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
1400;"Kennedyallee";"ungerade";"151";"";"";"";"5 ";"Sachsenhausen-Süd";"325";"5.34";"5A";"A6";23;"10";60598
1400;"Kennedyallee";"ungerade";"33";"";"129";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
1401;"Keplerstraße";"gerade";"";"";"";"";"3 ";"Nordend-West";"203";"3.16";" 3";"B3";11;"3";60318
1401;"Keplerstraße";"ungerade";"";"";"";"";"3 ";"Nordend-West";"201";"3.21";" 3";"B3";11;"3";60318
1402;"Kesselstädter Straße";"";"";"";"";"";"4 ";"Ostend";"261";"4.27";" 4";"A1";6;"5";60314
1403;"Keßlerstraße";"";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60431
1404;"Kettelerallee";"";"";"";"";"";"4 ";"Bornheim";"281";"4.24";" 4";"A1";19;"6";60385
1405;"Kettenhofweg";"gerade";"2";"";"88";"";"2 ";"Westend-Süd";"100";"2.11";" 2";"A4";3;"13";60325
1405;"Kettenhofweg";"gerade";"92";"";"130";"";"2 ";"Westend-Süd";"170";"2.11";" 2";"A4";3;"13";60325
1405;"Kettenhofweg";"ungerade";"1";"";"91";"";"2 ";"Westend-Süd";"100";"2.11";" 2";"A4";3;"13";60325
1405;"Kettenhofweg";"ungerade";"95";"";"139";"";"2 ";"Westend-Süd";"170";"2.11";" 2";"A4";3;"13";60325
1406;"Kiebitzpfad";"";"";"";"";"";"6 ";"Griesheim";"552";"6.41";"6A";"A3";52;"16";65933
1407;"Kiefernstraße";"";"";"";"";"";"6 ";"Griesheim";"542";"6.40";"6A";"A3";52;"16";65933
1408;"Kiesstraße";"";"";"";"";"";"2 ";"Bockenheim";"341";"2.13";" 2";"A4";25;"13";60486
1409;"Kinkelstraße";"";"";"";"";"";"4 ";"Ostend";"252";"4.25";" 4";"A1";16;"5";60385
1410;"Kinzigstraße";"";"";"";"";"";"5 ";"Oberrad";"380";"5.28";"5A";"A6";30;"8";60599
1411;"Kirchgartenstraße";"";"";"";"";"";"8 ";"Niederursel";"481";"8.63";" 8";"A2";43;"14";60439
1412;"Kirchgasse";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
1413;"Kirchhainer Straße";"gerade";"2";"";"24";"";"9 ";"Dornbusch";"462";"9.69";" 9";"B3";41;"12";60433
1413;"Kirchhainer Straße";"gerade";"26";"";"70";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60433
1413;"Kirchhainer Straße";"ungerade";"1";"";"35";"";"9 ";"Dornbusch";"462";"9.69";" 9";"B3";41;"12";60433
1413;"Kirchhainer Straße";"ungerade";"37";"";"77";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60433
1414;"Kirchhofsweg";"";"";"";"";"";"10";"Bonames";"491";"10.70";"10";"A2";45;"14";60437
1415;"Kirchnerstraße";"";"";"";"";"";"1 ";"Innenstadt";"040";"1.03";" 1";"A1";1;"1";60311
1417;"Kirchplatz";"";"";"";"";"";"2 ";"Bockenheim";"362";"2.12";" 2";"A4";27;"13";60487
1418;"Kirschbaumweg";"";"";"";"";"";"7 ";"Rödelheim";"402";"7.56";" 7";"A4";33;"11";60489
1419;"Kirschwaldstraße";"gerade";"4";"";"20";"";"10";"Eckenheim";"461";"10.72";"10";"B3";40;"12";60435
1419;"Kirschwaldstraße";"gerade";"40";"";"";"";"9 ";"Dornbusch";"462";"9.69";" 9";"B3";41;"12";60435
1419;"Kirschwaldstraße";"ungerade";"";"";"";"";"10";"Eckenheim";"461";"10.72";"10";"B3";40;"12";60435
1420;"Klapperfeldstraße";"";"";"";"";"";"1 ";"Innenstadt";"070";"1.01";" 1";"A1";1;"1";60313
1421;"Klappergasse";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"300";"5.31";"5A";"A6";20;"8";60594
1422;"Klarastraße";"";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60433
1423;"Klauerstraße";"";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60433
1424;"Klaus-Groth-Straße";"";"";"";"";"";"9 ";"Dornbusch";"442";"9.68";" 9";"B3";38;"12";60320
1425;"Kleebergstraße";"";"";"";"";"";"3 ";"Nordend-West";"203";"3.16";" 3";"B3";11;"3";60322
1426;"Kleemannstraße";"";"";"";"";"";"7 ";"Rödelheim";"401";"7.55";" 7";"A4";32;"11";60489
1427;"Kleestraße";"";"";"";"";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
1430;"Kleine Bockenheimer Straße";"";"";"";"";"";"1 ";"Innenstadt";"050";"1.02";" 1";"A1";1;"1";60313
1431;"Kleine Brückenstraße";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"300";"5.31";"5A";"A6";20;"8";60594
1432;"Kleine Friedberger Straße";"";"";"";"";"";"1 ";"Innenstadt";"070";"1.01";" 1";"A1";1;"1";60313
1433;"Kleine Hochstraße";"";"";"";"";"";"1 ";"Innenstadt";"050";"1.02";" 1";"A1";1;"1";60313
1434;"Kleine Höllbergstraße";"";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60431
1435;"Kleine Nelkenstraße";"";"";"";"";"";"7 ";"Hausen";"410";"7.58";" 7";"A4";26;"11";60488
1436;"Kleine Rittergasse";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"300";"5.31";"5A";"A6";20;"8";60594
1437;"Kleine Schüttgrabenstraße";"";"";"";"";"";"8 ";"Niederursel";"481";"8.63";" 8";"A2";43;"14";60439
1438;"Kleine Seestraße";"";"";"";"";"";"2 ";"Bockenheim";"350";"2.13";" 2";"A4";25;"13";60486
1439;"Kleine Spillingsgasse";"";"";"";"";"";"4 ";"Bornheim";"272";"4.22";" 4";"A1";18;"6";60385
1440;"Kleine Wiesenau";"";"";"";"";"";"2 ";"Westend-Süd";"180";"2.10";" 2";"A4";4;"3";60323
1441;"Kleiner Hirschgraben";"gerade";"";"";"";"";"1 ";"Innenstadt";"040";"1.03";" 1";"A1";1;"1";60311
1441;"Kleiner Hirschgraben";"ungerade";"";"";"";"";"1 ";"Altstadt";"010";"1.01";" 1";"A1";1;"1";60311
1442;"Kleiner Ruppenackerweg";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"332";"5.29";"5A";"A6";24;"8";60599
1443;"Kleinschmidtstraße";"";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60431
1444;"Kleiststraße";"";"";"";"";"";"3 ";"Nordend-West";"212";"3.17";" 3";"A1";12;"3";60318
1445;"Clemensstraße";"";"";"";"";"";"2 ";"Bockenheim";"361";"2.12";" 2";"A4";27;"13";60487
1447;"Klettenbergstraße";"";"";"";"";"";"3 ";"Nordend-West";"203";"3.16";" 3";"B3";11;"3";60322
1448;"Kleyerstraße";"gerade";"2";"";"90";"";"1 ";"Gallus";"153";"1.05";" 1";"A3";7;"4";60326
1448;"Kleyerstraße";"gerade";"92";"";"136";"";"1 ";"Gallus";"154";"1.05";" 1";"A3";8;"16";60326
1448;"Kleyerstraße";"ungerade";"1";"";"55";"";"1 ";"Gallus";"153";"1.05";" 1";"A3";7;"4";60326
1448;"Kleyerstraße";"ungerade";"63";"";"71";"";"1 ";"Gallus";"154";"1.05";" 1";"A3";8;"4";60326
1448;"Kleyerstraße";"ungerade";"75";"";"89";"";"1 ";"Gallus";"154";"1.05";" 1";"A3";8;"16";60326
1448;"Kleyerstraße";"ungerade";"99";"";"";"";"6 ";"Griesheim";"542";"6.40";"6A";"A3";52;"16";60326
1449;"Klingenberger Straße";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"332";"5.29";"5A";"A6";24;"8";60599
1450;"Klingenweg";"gerade";"2";"";"24";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
1450;"Klingenweg";"gerade";"90";"";"114";"";"11";"Seckbach";"390";"11.75";"11";"A1";31;"6";60389
1450;"Klingenweg";"ungerade";"1";"";"37";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
1450;"Klingenweg";"ungerade";"71";"";"109";"";"11";"Seckbach";"390";"11.75";"11";"A1";31;"6";60389
1451;"Klingerstraße";"gerade";"2";"";"14";"";"1 ";"Innenstadt";"080";"1.01";" 1";"A1";1;"1";60313
1451;"Klingerstraße";"gerade";"20";"";"30";"";"1 ";"Innenstadt";"070";"1.01";" 1";"A1";1;"1";60313
1451;"Klingerstraße";"ungerade";"1";"";"9";"";"1 ";"Innenstadt";"080";"1.01";" 1";"A1";1;"1";60313
1451;"Klingerstraße";"ungerade";"11";"";"27";"";"1 ";"Innenstadt";"070";"1.01";" 1";"A1";1;"1";60313
1452;"Klitscherstraße";"";"";"";"";"";"3 ";"Nordend-West";"120";"3.21";" 3";"A1";5;"3";60318
1453;"Klosterhofstraße";"";"";"";"";"";"6 ";"Zeilsheim";"611";"6.49";"6B";"A7";56;"17";65931
1454;"Klüberstraße";"";"";"";"";"";"2 ";"Westend-Süd";"100";"2.11";" 2";"A4";3;"13";60325
1455;"Kneiselsmühle";"";"";"";"";"";"6 ";"Unterliederbach";"621";"6.51";"6C";"A7";57;"17";65929
1456;"Kniebisstraße";"";"";"";"";"";"5 ";"Niederrad";"371";"5.35";"5B";"A6";28;"10";60528
1457;"Knorrstraße";"";"";"";"";"";"1 ";"Gallus";"162";"1.07";" 1";"A3";9;"4";60326
1458;"Kobbachstraße";"";"";"";"";"";"9 ";"Eschersheim";"451";"9.65";" 9";"B3";39;"12";60433
1459;"Koblenzer Straße";"";"";"";"";"";"1 ";"Gallus";"161";"1.06";" 1";"A3";7;"4";60327
1460;"Kochstraße";"";"";"";"";"";"5 ";"Oberrad";"380";"5.28";"5A";"A6";30;"8";60599
1461;"Kölner Straße";"";"";"";"";"";"1 ";"Gallus";"161";"1.06";" 1";"A3";7;"4";60327
1463;"Königsberger Straße";"";"";"";"";"";"7 ";"Bockenheim";"343";"7.57";" 2";"A4";26;"11";60487
1464;"Königsbrunnenweg";"gerade";"";"";"";"";"5 ";"Sachsenhausen-Süd";"323";"5.30";"5A";"A6";22;"8";60598
1464;"Königsbrunnenweg";"ungerade";"";"";"";"";"5 ";"Sachsenhausen-Süd";"326";"5.34";"5A";"A6";23;"8";60598
1465;"Königslacher Straße";"";"";"";"";"";"5 ";"Niederrad";"372";"5.36";"5B";"A6";28;"10";60528
1466;"Königsteiner Straße";"gerade";"2";"";"28";"A";"6 ";"Höchst";"580";"6.45";"6C";"A7";54;"17";65929
